Abeomelomys_sevia
Apomys_musculus
Arctictis_binturong
Arenophryne_rotunda
Arizelocichla_montana
Arizelocichla_tephrolaema
Arremon_flavirostris
Artibeus_jamaicensis
Artibeus_lituratus
Aspidoscelis_gularis
Aspidoscelis_sexlineatus
Ateles_belzebuth
Ateles_paniscus
Atympanophrys_shapingensis
Axis_axis
Axis_calamianensis
Axis_porcinus
Balaenoptera_acutorostrata
Balaenoptera_edeni
Bandicota_bengalensis
Bandicota_indica
Bandicota_savilei
Basiliscus_vittatus
Batis_molitor
Batomys_salomonseni
Berardius_bairdii
Berylmys_bowersi
Bettongia_penicillata
Bison_bison
Blarina_brevicauda
Bleda_canicapillus
Bleda_notatus
Bleda_syndactylus
Boa_constrictor
Bombina_maxima
Bombina_orientalis
Bombycilla_cedrorum
Bos_frontalis
Bos_javanicus
Bos_mutus
Bos_taurus
Bothrops_alternatus
Bothrops_ammodytoides
Bothrops_diporus
Bothrops_insularis
Brachytarsomys_villosa
Brachytarsophrys_chuannanensis
Branta_sandvicensis
Bubalornis_niger
Bubalus_bubalis
Bubalus_quarlesi
Budorcas_taxicolor
Buergeria_buergeri
Buergeria_japonica
Bufo_bufo
Bufo_gargarizans_andrewsi
Bufo_gargarizans_minshanicus
Bufo_japonicus
Bufo_tibetanus
Bullimus_bagobus
Bunomys_andrewsi
Bunomys_chrysocomus
Bunomys_fratrorum
Bunomys_penitus
Cabassous_unicinctus
Caiman_crocodilus
Calandrella_cinerea
Calcarius_lapponicus
Calendulauda_africanoides
Calendulauda_sabota
Calidris_alpina
Calidris_fuscicollis
Calidris_himantopus
Calidris_melanotos
Calidris_minutilla
Calidris_pugnax
Calidris_pusilla
Callisaurus_draconoides
Callithrix_jacchus
Callithrix_pygmaea
Callopistes_flavipunctatus
Callorhinus_ursinus
Callosciurus_erythraeus
Callosciurus_inornatus
Calomys_callidus
Calomys_hummelincki
Calomys_laucha
Calomys_musculinus
Calomys_venustus
Caluromys_philander
Camelus_bactrianus
Camelus_dromedarius
Canis_latrans
Canis_lupus_familiaris
Canis_rufus
Cannomys_badius
Capra_aegagrus
Capra_falconeri
Capra_hircus_-species_in_domain_Eukaryota
Capra_ibex
Capra_nubiana
Capra_sibirica
Capreolus_capreolus
Cardellina_canadensis
Cardellina_pusilla
Carduelis_carduelis
Carollia_castanea
Carpodacus_erythrinus
Castor_fiber
Catharus_fuscescens
Catharus_ustulatus
Catreus_wallichii
Cavia_porcellus
Cebus_albifrons
Centrocercus_minimus
Centrocercus_urophasianus
Cephalophus_silvicultor
Cercocebus_atys
Cercocebus_galeritus
Cercopithecus_nictitans
Cercopithecus_petaurista
Cercosaura_ocellata
Cervus_elaphus_barbarus
Cervus_elaphus_macneilli
Cervus_hanglu_bactrianus
Cervus_nippon
Chaetophractus_villosus
Chalcomitra_senegalensis
Chalinolobus_gouldii
Chalinolobus_morio
Charadrius_semipalmatus
Chersomanes_albofasciata
Chimarrogale_himalayica
Chinchilla_lanigera
Chionomys_nivalis
Chiromantis_xerampelina
Chironius_quadricarinatus
Chiropodomys_gliroides
Chiroxiphia_lanceolata
Chiruromys_vates
Chloris_chloris
Chlorocebus_aethiops
Chlorocichla_simplex
Chlorophanes_spiza
Chrotomys_mindorensis
Chrotomys_silaceus
Chrotomys_whiteheadi
Chrysolophus_amherstiae
Chrysomus_ruficapillus
Cinclus_cinclus
Cinnyricinclus_leucogaster
Cinnyris_bouvieri
Cinnyris_coccinigastrus
Cinnyris_cupreus
Cinnyris_reichenowi
Cinnyris_ursulae
Cinnyris_venustus
Cistothorus_palustris
Columba_livia
Conilurus_penicillatus
Connochaetes_gnou
Connochaetes_taurinus
Contopus_virens
Cophosaurus_texanus
Corapipo_altera
Corvus_corone
Corvus_frugilegus
Corynorhinus_rafinesquii
Corytophanes_cristatus
Coturnix_coturnix
Coturnix_japonica
Cricetulus_griseus
Crinia_bilingua
Crinia_deserticola
Crinia_georgiana
Crinia_glauerti
Crinia_insignifera
Crinia_parinsignifera
Crinia_pseudinsignifera
Crinia_remota
Crinia_riparia
Crinia_signifera
Crinia_sloanei
Crinia_subinsignifera
Crinia_tasmaniensis
Crinia_tinnula
Criniger_barbatus
Criniger_chloronotus
Crocidura_dsinezumi
Crocidura_lasiura
Crocidura_russula
Crocidura_shantungensis
Crocidura_suaveolens
Crocodilurus_amazonicus
Crocodylus_porosus
Crocuta_crocuta
Crossoptilon_auritum
Crossoptilon_mantchuricum
Crotalus_durissus
Crotaphytus_bicinctores
Crunomys_celebensis
Cryptomys_hottentotus
Cryptoprocta_ferox
Ctenomys_argentinus
Ctenomys_australis
Ctenomys_boliviensis
Ctenomys_conoveri
Ctenomys_coyhaiquensis
Ctenomys_dorbignyi
Ctenomys_frater
Ctenomys_haigi
Ctenomys_lewisi
Ctenomys_maulinus
Ctenomys_mendocinus
Ctenomys_porteousi
Ctenomys_rionegrensis
Ctenomys_sociabilis
Ctenomys_steinbachi
Ctenomys_talarum
Ctenomys_yolandae
Curruca_melanocephala
Curruca_subcoerulea
Cyanistes_caeruleus
Cyanomitra_olivacea
Cyanomitra_oritis
Cyanomitra_verticalis
Cyclorana_alboguttata
Cyclorana_brevipes
Cyclorana_cryptotis
Cyclorana_manya
Cyclorana_novaehollandiae
Dama_dama
Damaliscus_pygargus
Dasymys_incomtus
Dasyprocta_leporina
Dasypus_hybridus
Dasypus_novemcinctus
Dasyuroides_byrnei
Daubentonia_madagascariensis
Delichon_urbicum
Delphinus_delphis
Dendrolagus_matschiei
Dicerorhinus_sumatrensis
Dicrodon_guttulatum
Diplothrix_legata
Dipodillus_dasyurus
Dipodomys_merriami
Dipodomys_ordii
Diporiphora_bilineata
Dipsas_turgidus
Dipus_sagitta
Dives_atroviolaceus
Dolichonyx_oryzivorus
Dolichotis_patagonum
Dolichotis_salinicola
Dracaena_guianensis
Dromaius_novaehollandiae
Dryophytes_japonicus
Dumetella_carolinensis
Duttaphrynus_melanostictus
Echiothrix_leucura
Eira_barbara
Elaenia_parvirostris
Elaphurus_davidianus
Elephantulus_brachyrhynchus
Elephantulus_edwardii
Elephantulus_intufi
Elephantulus_myurus
Elephas_maximus
Eligmodontia_typus
Eliurus_antsingy
Eliurus_grandidieri
Eliurus_majori
Eliurus_minor
Eliurus_myoxinus
Eliurus_tanala
Eliurus_webbi
Emberiza_cirlus
Emberiza_citrinella
Emberiza_flaviventris
Emberiza_schoeniclus
Empidonax_alnorum
Empidonax_minimus
Enyalioides_laticeps
Eptesicus_fuscus
Equus_asinus
Equus_caballus
Equus_grevyi
Equus_kiang
Eremopterix_verticalis
Erinaceus_europaeus
Erithacus_rubecula
Eropeplus_canus
Erythrocebus_patas
Erythrolamprus_almadensis
Erythrolamprus_poecilogyrus
Erythrura_gouldiae
Estrilda_astrild
Estrilda_erythronotos
Estrilda_paludicola
Eudorcas_rufifrons
Eudorcas_thomsonii
Eudyptes_chrysocome
Eulemur_macaco
Eulemur_mongoz
Euphagus_cyanocephalus
Euphlyctis_hexadactylus
Euplectes_afer
Euplectes_aureus
Euplectes_orix
Eupleres_goudotii
Eurillas_ansorgei
Eurillas_curvirostris
Eurillas_gracilis
Eurillas_latirostris
Eurillas_virens
Euschistospiza_dybowskii
Falsistrellus_tasmaniensis
Fejervarya_limnocharis
Felis_catus
Felis_nigripes
Ficedula_albicollis
Ficedula_hypoleuca
Fringilla_coelebs
Fringilla_montifringilla
Fukomys_damarensis
Galago_senegalensis
Galea_musteloides
Galea_spixii
Galerida_cristata
Gallinago_gallinago
Gallus_gallus
Gallus_sonneratii
Gambelia_wislizenii
Garrulus_glandarius
Gazella_cuvieri
Gazella_dorcas
Gazella_leptoceros
Gazella_subgutturosa
Geocrinia_alba
Geocrinia_laevis
Geocrinia_leai
Geocrinia_lutea
Geocrinia_rosea
Geocrinia_victoriana
Geocrinia_vitellina
Geomys_pinetis
Geothlypis_aequinoctialis
Geothlypis_formosa
Geothlypis_philadelphia
Geothlypis_trichas
Gerbilliscus_afra
Gerbilliscus_brantsii
Gerbilliscus_leucogaster
Gerbillurus_paeba
Gerbillurus_setzeri
Gerbillurus_tytonis
Gerbillurus_vallinus
Gerbillus_andersoni
Gerbillus_cheesmani
Gerbillus_henleyi
Gerbillus_nanus
Gerbillus_pyramidum
Giraffa_camelopardalis
Glis_glis
Globicephala_macrorhynchus
Globicephala_melas
Gnorimopsar_chopi
Gorilla_gorilla
Grammomys_macmillani
Grampus_griseus
Graomys_griseoflavus
Haemorhous_mexicanus
Haeromys_minahassae
Halichoerus_grypus
Hapalomys_longicaudatus
Hedydipna_collaris
Heleioporus_albopunctatus
Heleioporus_australiacus
Heleioporus_eyrei
Heleioporus_inornatus
Heleioporus_psammophilus
Helicops_leopardinus
Helogale_parvula
Hemidactylus_mabouia
Hemitragus_hylocrius
Heterocephalus_glaber
Heteromys_anomalus
Hippolais_icterina
Hippolais_polyglotta
Hippopotamus_amphibius
Hirundo_rustica
Homo_sapiens
Hoplobatrachus_tigerinus
Hoplocercus_spinosus
Hydrochoerus_hydrochaeris
Hydromys_chrysogaster
Hyla_annectans
Hyla_arborea
Hyla_meridionalis
Hyla_tsinlingensis
Hylobates_lar
Hylocichla_mustelina
Hyomys_goliath
Hypargos_niveoguttatus
Hypsiprymnodon_moschatus
Hypsugo_savii
Hystrix_africaeaustralis
Icteria_virens
Icterus_bullockii
Icterus_dominicensis
Icterus_galbula
Icterus_jamacaii
Icterus_mesomelas
Icterus_nigrogularis
Icterus_oberi
Icterus_parisorum
Icterus_spurius
Iguana_iguana
Inia_geoffrensis
Isoodon_macrourus
Isoodon_obesulus
Jacana_jacana
Jaculus_jaculus
Jaculus_orientalis
Kaloula_verrucosa
Kentropyx_altamazonica
Kobus_ellipsiprymnus
Kobus_leche
Kobus_megaceros
Kogia_breviceps
Kogia_sima
Laemanctus_longipes
Lagenorhynchus_obliquidens
Lagonosticta_larvata
Lagonosticta_nitidula
Lagonosticta_rubricata
Lagonosticta_senegala
Lagorchestes_hirsutus
Lagostomus_maximus
Lama_glama
Lanius_collurio
Lasionycteris_noctivagans
Lasiorhinus_latifrons
Lasiurus_borealis
Lechriodus_fletcheri
Leggadina_forresti
Leggadina_lakedownensis
Leiocephalus_semilineatus
Leiopelma_hochstetteri
Lemniscomys_barbarus
Lemniscomys_striatus
Lemur_catta
Lenomys_meyeri
Lenothrix_canus
Leopardus_tigrinus
Leopoldamys_edwardsi
Leopoldamys_sabanus
Leporillus_conditor
Leptobrachium_boringii
Leptodactylus_chaquensis
Leptodactylus_fuscus
Leptodactylus_labyrinthicus
Leptodactylus_latrans
Leptodactylus_petersii
Leptodactylus_podicipinus
Leptodactylus_syphax
Leptodeira_annulata
Leptomys_elegans
Leptophis_ahaetulla
Lepus_californicus
Lepus_europaeus
Limnodromus_griseus
Limnodynastes_convexiusculus
Limnodynastes_dorsalis
Limnodynastes_dumerilii
Limnodynastes_fletcheri
Limnodynastes_interioris
Limnodynastes_ornatus
Limnodynastes_peronii
Limnodynastes_salmini
Limnodynastes_spenceri
Limnodynastes_tasmaniensis
Limnodynastes_terraereginae
Linaria_cannabina
Linaria_flavirostris
Lithodytes_lineatus
Litocranius_walleri
Litoria_adelaidensis
Litoria_caerulea
Litoria_cooloolensis
Litoria_dahlii
Litoria_electrica
Litoria_eucnemis
Litoria_fallax
Litoria_freycineti
Litoria_genimaculata
Litoria_gracilenta
Litoria_inermis
Litoria_infrafrenata
Litoria_lesueurii
Litoria_moorei
Litoria_nannotis
Litoria_nasuta
Litoria_nigrofrenata
Litoria_pallida
Litoria_pearsoniana
Litoria_peronii
Litoria_revelata
Litoria_rheocola
Litoria_rothii
Litoria_rubella
Litoria_xanthomera
Locustella_fluviatilis
Locustella_luscinioides
Locustella_naevia
Lophocebus_albigena
Lophophorus_impejanus
Lophura_edwardsi
Lophura_hatinhensis
Lophura_ignita
Lophura_nycthemera
Lophura_swinhoii
Lophuromys_flavopunctatus
Lophuromys_sikapusi
Lophuromys_woosnami
Lorentzimys_nouhuysi
Loxia_curvirostra
Loxia_pytyopsittacus
Loxigilla_noctis
Loxodonta_africana
Luscinia_megarhynchos
Luscinia_svecica
Lutra_lutra
Lycaon_pictus
Lynx_rufus
Macaca_arctoides
Macaca_fascicularis
Macaca_mulatta
Macaca_nemestrina
Macaca_silenus
Macaca_sinica
Macaca_sylvanus
Macaca_thibetana
Macroagelaius_imthurni
Macropus_fuliginosus
Macropus_giganteus
Macroscelides_proboscideus
Macrotarsomys_bastardi
Macrotis_lagotis
Madoqua_guentheri
Mallomys_rothschildi
Malurus_amabilis
Malurus_coronatus
Malurus_cyaneus
Malurus_elegans
Malurus_lamberti
Malurus_leucopterus
Malurus_melanocephalus
Malurus_splendens
Mammelomys_lanosus
Mammelomys_rattoides
Manacus_candei
Manacus_vitellinus
Mandrillus_leucophaeus
Mandrillus_sphinx
Margaretamys_beccarii
Margaretamys_elegans
Margaretamys_parvus
Martes_foina
Mastacomys_fuscus
Mastomys_coucha
Mastomys_natalensis
Mauremys_caspica
Maxomys_bartelsii
Maxomys_inas
Maxomys_musschenbroekii
Maxomys_surifer
Maxomys_whiteheadi
Mazama_americana
Mazama_gouazoupira
Mazama_nemorivaga
Megaptera_novaeangliae
Megophrys_feae
Melasmothrix_naso
Meleagris_gallopavo
Meles_meles
Melomys_burtoni
Melomys_cervinipes
Melomys_leucogaster
Melomys_lutillus
Melomys_rufescens
Melopsittacus_undulatus
Melospiza_georgiana
Melospiza_melodia
Melursus_ursinus
Menetes_berdmorei
Meriones_crassus
Mesembriomys_macrurus
Mesocricetus_auratus
Micaelamys_namaquensis
Micrablepharus_maximiliani
Microcavia_australis
Microcebus_murinus
Microcebus_myoxinus
Microhyla_ornata
Micromys_minutus
Microtus_agrestis
Microtus_arvalis
Microtus_cabrerae
Microtus_duodecimcostatus
Microtus_lusitanicus
Microtus_ochrogaster
Micrurus_altirostris
Micrurus_corallinus
Micrurus_frontalis
Micrurus_pyrrhocryptus
Micrurus_surinamensis
Millardia_meltada
Mionectes_oleagineus
Mirafra_africana
Mirafra_apiata
Mirounga_leonina
Mixophyes_balbus
Mixophyes_fasciolatus
Mixophyes_iteratus
Mixophyes_schevilli
Mniotilta_varia
Molothrus_aeneus
Molothrus_ater
Molothrus_badius
Molothrus_bonariensis
Molothrus_oryzivorus
Molothrus_rufoaxillaris
Monodelphis_domestica
Mormopterus_planiceps
Motacilla_alba
Motacilla_flava
Mungos_mungo
Muntiacus_muntjak
Muntiacus_reevesi
Mus_minutoides
Mus_musculus
Mus_pahari
Mus_spicilegus
Mus_spretus
Muscicapa_striata
Mussurana_bicolor
Mustela_eversmannii
Mustela_putorius
Myiarchus_crinitus
Myiopsitta_monachus
Myobatrachus_gouldii
Myocastor_coypus
Myodes_glareolus
Myodes_rufocanus
Myoprocta_pratti
Myotis_austroriparius
Myotis_grisescens
Myotis_keenii
Myotis_sodalis
Myotomys_sloggetti
Myotomys_unisulcatus
Myrmecobius_fasciatus
Nanger_dama
Nanger_granti
Nannophryne_variegata
Nanorana_parkeri
Nanorana_pleskei
Nanorana_quadranus
Nanorana_ventripunctata
Nanorana_yunnanensis
Napaeozapus_insignis
Nasua_nasua
Neobatrachus_albipes
Neobatrachus_aquilonius
Neobatrachus_centralis
Neobatrachus_fulvus
Neobatrachus_kunapalari
Neobatrachus_pelobatoides
Neobatrachus_pictus
Neobatrachus_sudelli
Neobatrachus_sutor
Neobatrachus_wilsmorei
Neochmia_modesta
Neochmia_phaeton
Neofiber_alleni
Neophocaena_phocaenoides
Neotoma_floridana
Neotragus_moschatus
Neovison_vison
Nesomys_audeberti
Nesomys_rufus
Nidirana_daunchina
Nidirana_pleuraden
Niviventer_cremoriventer
Niviventer_culturatus
Niviventer_fulvescens
Niviventer_rapit
Noctilio_leporinus
Notaden_bennettii
Notaden_melanoscaphus
Notaden_nichollsi
Notaden_weigeli
Notamacropus_agilis
Notamacropus_eugenii
Notamacropus_parryi
Notiomystis_cincta
Notomys_alexis
Notomys_cervinus
Notomys_fuscus
Notomys_mitchellii
Numenius_phaeopus
Numida_meleagris
Nyctereutes_procyonoides
Nycticebus_coucang
Nycticeius_humeralis
Nyctimystes_papua
Nyctophilus_geoffroyi
Nyctophilus_timoriensis
Nymphicus_hollandicus
Octodon_bridgesi
Octodon_degus
Octodon_lunatus
Octodontomys_gliroides
Odocoileus_virginianus
Odorrana_grahami
Odorrana_margaretae
Oenanthe_oenanthe
Ondatra_zibethicus
Oplurus_cyclurus
Orcinus_orca
Oreothlypis_ruficapilla
Ornithorhynchus_anatinus
Oryctolagus_cuniculus
Oryx_gazella
Oryzomys_palustris
Osphranter_rufus
Otolemur_crassicaudatus
Otomys_angoniensis
Otomys_irroratus
Ototylomys_phyllotis
Ovis_aries
Ovis_canadensis
Ovis_nivicola
Oxymycterus_rufus
Oxyrhopus_rhombifer
Pan_paniscus
Panthera_pardus
Panthera_tigris
Panurus_biarmicus
Papio_anubis
Papio_cynocephalus
Papio_hamadryas
Papurana_daemeli
Papurana_supragrisea
Paracrinia_haswelli
Parahydromys_asper
Paramelomys_levipes
Paramelomys_platyops
Paramelomys_rubex
Parkesia_motacilla
Parkesia_noveboracensis
Paruromys_dominator
Parus_major
Passer_diffusus
Passer_domesticus
Passer_hispaniolensis
Passer_italiae
Passer_melanurus
Passer_montanus
Passer_motitensis
Passerculus_sandwichensis
Passerina_caerulea
Passerina_cyanea
Pavo_cristatus
Pecari_tajacu
Pedetes_capensis
Pelea_capreolus
Pelodiscus_sinensis
Pelodytes_punctatus
Pelophylax_hubeiensis
Pelophylax_nigromaculatus
Pelophylax_ridibundus
Peponocephala_electra
Perameles_nasuta
Perimyotis_subflavus
Periparus_ater
Peromyscus_boylii
Peromyscus_californicus
Peromyscus_crinitus
Peromyscus_difficilis
Peromyscus_eremicus
Peromyscus_furvus
Peromyscus_gossypinus
Peromyscus_grandis
Peromyscus_guatemalensis
Peromyscus_leucopus
Peromyscus_maniculatus
Peromyscus_megalops
Peromyscus_melanotis
Peromyscus_mexicanus
Peromyscus_polionotus
Peromyscus_truei
Peromyscus_zarhynchus
Petaurus_breviceps
Petrochelidon_pyrrhonota
Petrodromus_tetradactylus
Petrogale_xanthopus
Phalaropus_fulicaria
Phascolarctos_cinereus
Phasianus_colchicus
Phasianus_versicolor
Pheucticus_ludovicianus
Philantomba_monticola
Philetairus_socius
Philodryas_patagoniensis
Philodryas_psammophidea
Philoria_kundagungan
Philoria_loveridgei
Philoria_sphagnicolus
Phimophis_vittatus
Phoca_vitulina
Phocoena_phocoena
Phocoena_spinipinnis
Phocoenoides_dalli
Phodopus_sungorus
Phoenicurus_ochruros
Phoenicurus_phoenicurus
Phrynobatrachus_natalensis
Phrynosoma_cornutum
Phrynosoma_modestum
Phrynosoma_solare
Phyllastrephus_albigularis
Phyllomedusa_hypochondrialis
Phyllomedusa_sauvagii
Phylloscopus_affinis
Phylloscopus_bonelli
Phylloscopus_canariensis
Phylloscopus_collybita
Phylloscopus_fuscatus
Phylloscopus_ibericus
Phylloscopus_occipitalis
Phylloscopus_pulcher
Phylloscopus_reguloides
Phylloscopus_sibilatrix
Phylloscopus_sindianus
Phylloscopus_trochiloides
Phylloscopus_trochilus
Phylloscopus_tytleri
Physeter_catodon
Pica_pica
Pipilo_erythrophthalmus
Pipistrellus_kuhlii
Pipraeidea_bonariensis
Piranga_olivacea
Piranga_rubra
Pithecheir_parvus
Plectrophenax_nivalis
Pleurodema_thaul
Plocepasser_mahali
Ploceus_cucullatus
Ploceus_intermedius
Ploceus_ocularis
Ploceus_velatus
Ploceus_xanthops
Ploceus_xanthopterus
Pluvialis_dominica
Poecile_atricapillus
Poecile_montanus
Poephila_acuticauda
Poephila_cincta
Pogona_barbata
Pogonomys_championi
Pogonomys_loriae
Pogonomys_macrourus
Pogonomys_sylvestris
Polychrus_acutirostris
Polypedates_leucomystax
Polypedates_maculatus
Polypedates_megacephalus
Polypedates_mutus
Polyplectron_bicalcaratum
Polyplectron_germaini
Polyplectron_napoleonis
Pongo_pygmaeus
Pooecetes_gramineus
Potorous_tridactylus
Praomys_jacksoni
Priodontes_maximus
Proechimys_guairae
Protonotaria_citrea
Prunella_collaris
Prunella_modularis
Przewalskium_albirostris
Psammomys_obesus
Psarocolius_montezuma
Pseudocheirus_peregrinus
Pseudohydromys_ellermani
Pseudois_nayaur
Pseudoleistes_virescens
Pseudomys_albocinereus
Pseudomys_apodemoides
Pseudomys_australis
Pseudomys_delicatulus
Pseudomys_desertor
Pseudomys_fieldi
Pseudomys_fumeus
Pseudomys_gracilicaudatus
Pseudomys_hermannsburgensis
Pseudomys_higginsi
Pseudomys_nanus
Pseudomys_novaehollandiae
Pseudomys_oralis
Pseudomys_pilligaensis
Pseudomys_shortridgei
Pseudophryne_australis
Pseudophryne_bibronii
Pseudophryne_coriacea
Pseudophryne_corroboree
Pseudophryne_dendyi
Pseudophryne_douglasi
Pseudophryne_guentheri
Pseudophryne_major
Pseudophryne_occidentalis
Pseudophryne_semimarmorata
Pseudotomodon_trigonatus
Pteropus_alecto
Pteropus_conspicillatus
Pteropus_poliocephalus
Pteropus_scapulatus
Pudu_puda
Pycnonotus_barbatus
Pygathrix_nemaeus
Pyrrhula_pyrrhula
Pytilia_melba
Quasipaa_boulengeri
Quasipaa_spinosa
Quelea_quelea
Quiscalus_lugubris
Quiscalus_major
Quiscalus_mexicanus
Quiscalus_niger
Quiscalus_quiscula
Rana_catesbeiana
Rana_chaochiaoensis
Rana_chensinensis
Rana_dalmatina
Rana_japonica
Rana_kukunoris
Rana_omeimontis
Rana_ornativentris
Rana_tagoi
Rana_temporaria
Rana_tsushimensis
Rangifer_tarandus
Rattus_argentiventer
Rattus_colletti
Rattus_everetti
Rattus_exulans
Rattus_facetus
Rattus_fuscipes
Rattus_hoffmanni
Rattus_leucopus
Rattus_losea
Rattus_lutreolus
Rattus_norvegicus
Rattus_rattus
Rattus_sordidus
Rattus_steini
Rattus_tiomanicus
Rattus_tunneyi
Rattus_villosissimus
Regulus_regulus
Reithrodon_auritus
Rhabdomys_pumilio
Rhacophorus_arboreus
Rhacophorus_chenfui
Rhacophorus_dennysi
Rhacophorus_dugritei
Rhacophorus_omeimontis
Rhacophorus_owstoni
Rhacophorus_schlegelii
Rhacophorus_viridis
Rheobatrachus_silus
Rheobatrachus_vitellinus
Rhinella_marina
Rhinella_schneideri
Rhinoderma_darwinii
Rhinolophus_ferrumequinum
Rhizomys_pruinosus
Rhynchocyon_chrysopygus
Rhynchomys_soricoides
Riparia_riparia
Rissa_tridactyla
Romerolagus_diazi
Rousettus_lanosus
Rucervus_duvaucelii
Rucervus_eldii_thamin
Rugosa_rugosa
Rusa_timorensis
Rusa_unicolor
Saccostomus_campestris
Saguinus_fuscicollis
Saguinus_midas
Saguinus_oedipus
Saimiri_boliviensis
Saimiri_sciureus
Saimiri_vanzolinii
Salvator_duseni
Sapajus_apella
Sapajus_cay
Sarcophilus_harrisii
Saxicola_rubetra
Sayornis_phoebe
Scapteromys_tumidus
Scarturus_tetradactyla
Sceloporus_clarkii
Sceloporus_jarrovii
Sceloporus_magister
Sceloporus_olivaceus
Sceloporus_virgatus
Scinax_fuscovarius
Sciurus_niger
Scolopax_minor
Seicercus_borealis
Seicercus_burkii
Seicercus_whistleri
Seicercus_xanthoschistos
Seiurus_aurocapilla
Semnopithecus_entellus
Sericornis_frontalis
Serinus_atrogularis
Serinus_canaria
Serinus_serinus
Setifer_setosus
Setophaga_aestiva
Setophaga_americana
Setophaga_caerulescens
Setophaga_castanea
Setophaga_cerulea
Setophaga_citrina
Setophaga_coronata
Setophaga_discolor
Setophaga_fusca
Setophaga_magnolia
Setophaga_pensylvanica
Setophaga_petechia
Setophaga_pinus
Setophaga_ruticilla
Setophaga_striata
Setophaga_tigrina
Setophaga_virens
Sialia_sialis
Siebenrockiella_crassicollis
Sigmodon_hispidus
Sitta_europaea
Sminthopsis_crassicaudata
Solomys_salebrosus
Sorex_araneus
Sorex_shinto
Soricomys_kalinga
Spalacopus_cyanus
Spermophaga_haematina
Spheniscus_demersus
Spheniscus_magellanicus
Sphenodon_punctatus
Spinus_magellanicus
Spinus_spinus
Spinus_tristis
Spiza_americana
Spizella_passerina
Spizella_pusilla
Spizocorys_conirostris
Sporopipes_squamifrons
Stipiturus_malachurus
Stochomys_longicaudatus
Struthio_camelus
Sturnella_loyca
Sturnella_magna
Sturnella_neglecta
Sturnella_superciliaris
Sturnira_lilium
Sturnus_vulgaris
Suncus_murinus
Sundamys_muelleri
Suricata_suricatta
Sus_scrofa
Sus_verrucosus
Syconycteris_australis
Sylvia_atricapilla
Sylvia_borin
Sylvia_cantillans
Sylvia_communis
Sylvia_curruca
Sylvia_hortensis
Sylvia_nisoria
Sylvicapra_grimmia
Sylvirana_guentheri
Symphalangus_syndactylus
Synaptomys_cooperi
Syncerus_caffer
Syrmaticus_ellioti
Syrmaticus_humiae
Syrmaticus_mikado
Tachycineta_bicolor
Tachycineta_thalassina
Tachyglossus_aculeatus
Tachymenis_chilensis
Tachyoryctes_splendens
Taeniopygia_guttata
Taeromys_arcuatus
Taeromys_callitrichus
Taeromys_celebensis
Taeromys_hamatus
Talpa_europaea
Talpa_romana
Tamandua_tetradactyla
Tamias_amoenus
Tamias_sibiricus
Tamiasciurus_hudsonicus
